,SpeedMinimum,SpeedQ1,SpeedMedian,SpeedQ3,DistanceStartShapeCurvature,DistStartTrendAngle,DistStartTrendDevAmplitude,MaxDistPort,MinDistPort
2284,2.66,5.93,12.59,13.32,1.03,0.15,3.56,31.72,18.62
4696,8.97,17.59,18.43,19.2,1.0,0.3,0.2,29.09,19.26
5146,0.02,11.89,13.5,14.28,1.41,-0.07,10.82,5.17,0.22
1706,0.74,1.89,2.43,2.74,1.01,0.04,0.27,23.33,22.89
3888,8.28,14.51,14.85,15.32,1.0,0.26,2.06,44.74,17.65
3545,1.01,2.17,4.38,5.68,1.36,0.03,4.8,27.84,23.81
3391,2.73,14.92,15.34,15.62,1.96,0.0,24.64,27.68,15.76
440,2.04,3.99,4.6,5.04,1.01,0.08,2.11,55.14,42.67
3434,0.0,0.06,0.09,0.12,13.02,0.0,0.01,0.33,0.32
5060,4.52,6.05,6.29,6.76,1.24,0.09,4.84,255.92,252.54
450,0.02,0.04,0.06,15.2,1.04,0.04,10.63,12.79,0.01
619,0.07,0.14,0.15,0.17,55.49,0.0,0.01,0.24,0.23
1288,0.82,2.16,2.42,2.7,1.18,0.02,2.43,25.67,20.01
2265,2.41,4.14,4.37,4.96,1.65,-0.04,9.22,24.94,21.84
1247,0.49,2.14,2.62,3.13,1.0,0.04,0.13,53.32,48.49
157,2.32,4.85,5.2,5.54,1.0,0.09,2.14,76.48,65.02
3262,14.99,15.68,16.15,16.96,1.0,0.27,3.22,32.73,22.03
4599,0.4,1.09,3.07,10.8,1.6,0.02,1.84,20.3,16.97
5390,2.17,4.7,5.47,6.05,4.62,0.0,2.21,20.28,17.79
1075,11.39,15.19,15.67,16.44,1.0,0.27,0.17,15.22,4.7
2443,2.82,4.52,4.59,4.74,1.0,0.06,1.71,27.0,17.02
5516,4.53,5.01,5.34,5.56,1.15,0.03,4.94,27.27,15.63
252,0.08,0.12,0.16,0.2,1.09,0.0,3.52,3.61,0.03
5187,8.03,14.95,15.9,17.0,1.06,0.1,5.74,38.08,25.91
2647,2.57,5.16,5.39,6.02,1.87,-0.08,14.79,25.27,21.36
3007,0.04,0.11,0.13,0.15,30.47,0.0,0.01,0.39,0.38
1165,13.05,13.92,14.27,14.73,1.0,0.25,2.61,43.83,13.33
1520,0.76,1.9,2.2,2.37,1.0,0.03,1.17,42.18,38.33
526,3.39,4.48,4.83,5.22,1.14,0.07,4.8,50.63,39.43
4675,1.97,6.46,17.26,18.09,1.01,0.25,19.36,47.51,34.75
2729,0.07,0.24,0.71,16.68,1.07,0.05,11.83,14.42,0.1
729,0.01,0.03,0.04,0.05,22.21,0.0,0.0,0.36,0.35
1213,0.62,1.16,1.35,2.76,1.02,0.05,4.68,55.36,44.7
5636,0.17,0.31,0.37,0.49,7.18,0.0,0.13,0.45,0.39
173,2.93,3.28,3.55,3.86,1.0,0.06,0.2,71.64,61.62
4168,3.72,9.63,10.33,10.92,1.0,0.12,7.79,51.68,44.31
371,2.52,3.98,4.58,5.85,1.0,0.12,3.56,46.3,40.19
4371,7.17,14.84,15.17,15.77,1.0,0.26,1.23,46.64,5.25
1754,12.67,13.31,13.88,14.6,1.0,0.23,0.71,47.74,26.97
2915,0.01,0.07,0.09,0.12,29.87,0.0,0.01,0.39,0.38
1379,0.63,2.06,2.43,2.73,1.53,0.0,2.77,19.2,15.34
4062,6.92,10.46,10.76,11.32,1.0,0.19,3.91,48.35,18.37
5697,8.27,14.54,14.74,14.97,1.0,0.26,0.3,45.46,18.18
3789,8.05,9.43,12.92,15.97,1.0,0.21,7.78,34.51,5.61
1516,0.46,1.52,1.9,2.23,1.09,0.03,0.8,37.24,34.91
831,0.04,0.09,0.11,0.14,27.62,0.0,0.01,0.35,0.34
1545,1.2,1.83,2.19,2.46,1.0,0.04,0.15,61.4,55.31
5681,8.59,14.63,14.79,15.16,1.0,0.26,1.3,51.28,24.68
3234,0.01,0.78,13.92,14.41,1.0,0.16,10.45,18.49,0.02
2790,0.11,0.26,0.37,0.45,25.91,0.0,0.03,0.46,0.42
1168,10.29,13.79,14.23,15.07,1.0,0.24,1.39,43.34,5.15
628,0.03,0.06,0.08,0.1,33.29,0.0,0.0,0.24,0.23
3553,3.93,4.99,5.28,5.63,1.0,0.08,0.91,49.23,36.49
5811,4.62,14.28,15.32,17.37,1.0,0.27,7.32,35.79,23.2
410,0.0,0.03,0.04,0.07,15.14,0.0,0.0,0.32,0.32
346,0.03,0.09,0.13,15.24,1.01,0.04,11.39,14.06,0.02
5121,0.0,0.05,0.07,0.13,11.58,0.0,0.01,0.29,0.28
1482,1.91,2.52,2.69,2.86,1.0,0.04,0.16,27.28,21.13
883,0.0,0.13,0.17,0.25,13.22,0.0,0.01,0.37,0.36
5186,8.03,14.87,15.0,15.5,1.03,0.24,5.49,38.08,15.86
5868,5.35,9.44,10.0,10.49,1.0,0.17,0.27,38.95,24.74
6148,0.02,0.08,0.13,0.19,11.77,0.0,0.03,0.34,0.31
1065,15.08,16.2,17.18,18.79,1.0,0.28,1.71,29.83,5.2
3831,8.74,13.01,13.4,13.94,1.0,0.21,2.04,38.92,22.87
3040,11.83,13.95,16.61,17.13,1.0,0.27,1.76,35.04,26.89
718,0.01,0.03,0.04,0.06,21.05,0.0,0.0,0.36,0.35
906,11.72,15.53,15.82,16.24,1.0,0.27,0.76,36.46,2.14
1084,15.6,15.73,16.17,16.75,1.0,0.28,0.16,37.73,18.23
5140,0.01,0.06,5.72,15.58,1.0,0.13,10.81,15.22,0.22
2751,0.16,0.23,0.3,0.43,38.92,0.0,0.02,0.45,0.43
1109,11.77,15.8,16.24,16.99,1.0,0.27,0.23,33.47,4.66
1559,1.52,2.04,2.24,2.44,1.01,0.03,0.34,23.75,20.69
2806,0.08,0.22,0.3,0.42,47.47,0.0,0.02,0.46,0.43
2838,13.64,15.4,15.92,16.55,1.0,0.27,0.97,23.83,21.48
2631,2.94,3.83,4.14,4.52,1.52,-0.03,8.79,25.68,21.18
2142,2.46,5.02,5.29,5.46,1.15,0.07,2.69,27.94,16.68
5244,0.01,0.41,0.75,8.92,1.1,0.01,15.42,12.57,0.13
2755,0.09,0.28,0.38,0.53,26.7,0.0,0.04,0.46,0.41
345,0.03,0.07,0.1,0.13,52.76,0.0,0.0,0.32,0.32
771,0.0,0.02,0.03,0.04,18.2,0.0,0.0,0.36,0.36
5614,0.08,0.18,0.25,0.4,10.78,0.0,0.09,0.4,0.34
2224,2.05,4.88,5.82,14.24,1.0,0.17,7.74,26.61,19.35
2196,2.43,4.42,4.61,4.74,1.6,0.01,5.82,21.0,14.72
5731,4.8,5.76,5.97,6.31,1.0,0.1,0.13,69.53,66.58
1941,2.94,4.18,4.72,5.18,1.0,0.06,0.99,102.14,96.25
3060,13.06,14.15,14.81,15.87,1.0,0.24,0.17,31.99,28.15
220,13.58,14.44,14.6,14.92,1.0,0.25,1.76,25.35,16.74
2878,1.2,3.71,3.84,4.15,1.04,0.06,2.21,92.33,83.92
3735,2.23,4.8,4.99,6.75,1.82,0.0,0.97,29.12,28.05
5971,6.22,14.09,14.39,14.9,1.0,0.24,1.81,29.64,2.03
6222,4.22,6.2,6.71,8.01,1.0,0.08,0.6,25.58,23.93
5059,1.01,6.05,6.4,7.16,1.3,0.08,5.92,256.99,252.54
792,13.69,14.19,14.37,14.63,1.0,0.24,0.47,20.26,13.17
6119,0.31,1.75,2.03,2.22,2.59,0.0,0.91,66.94,65.59
2626,1.33,4.2,4.48,5.5,2.06,0.01,4.87,23.49,15.55
4667,1.0,2.23,2.47,2.62,1.41,0.03,1.45,9.88,7.28
2400,2.29,4.44,5.65,5.99,2.44,0.0,5.02,22.24,17.73
45,0.02,0.07,0.12,0.19,34.96,0.0,0.01,0.32,0.32
2193,1.17,4.39,4.57,4.83,1.0,0.04,3.3,26.82,19.7
5948,8.16,12.99,13.38,15.1,1.0,0.25,4.4,34.93,23.5
3935,8.11,15.02,15.5,16.19,1.0,0.27,0.58,51.58,19.98
87,2.79,5.25,5.71,6.27,1.0,0.09,0.24,56.58,42.53
1744,0.01,13.16,14.41,14.93,1.0,0.24,6.36,7.51,0.07
5156,9.16,13.47,14.4,15.33,4.12,-0.01,6.4,11.19,1.48
4631,3.84,7.35,7.82,18.6,1.66,-0.01,6.35,19.03,8.3
5706,0.75,5.75,6.03,6.57,2.18,-0.06,10.24,79.76,78.81
479,0.02,0.05,0.06,0.06,35.84,0.0,0.0,0.39,0.39
4666,1.0,2.07,2.28,6.54,1.31,0.02,2.24,10.39,8.03
5158,0.01,0.48,3.17,14.02,3.12,0.02,4.96,5.87,0.17
5267,8.18,13.71,14.09,14.47,1.0,0.24,0.78,47.61,17.86
3338,1.56,2.14,2.44,3.05,1.3,0.03,1.19,22.47,18.94
6240,4.46,5.28,5.78,6.09,1.08,-0.08,27.3,26.27,10.5
2500,11.88,14.22,14.81,15.4,1.0,0.25,0.06,32.02,25.26
4227,9.2,15.85,16.27,16.66,1.0,0.28,0.4,27.92,7.23
993,0.07,0.17,0.27,0.51,18.17,0.0,0.06,0.42,0.39
5180,0.24,11.35,13.94,14.5,1.66,0.09,7.48,14.14,2.86
5545,3.35,5.62,5.88,12.4,1.02,0.12,7.4,32.11,15.52
2201,11.44,13.17,13.79,14.86,1.0,0.23,1.16,34.58,25.0
3200,0.0,15.42,15.63,16.07,1.0,0.25,34.5,12.97,0.03
1505,1.63,2.79,5.58,5.86,1.67,0.0,5.33,32.6,31.13
6158,3.17,6.02,6.32,6.76,1.0,0.09,1.1,48.5,37.48
4824,10.3,13.27,13.75,14.43,1.0,0.23,1.89,42.6,4.89
811,0.01,9.97,11.82,12.16,1.0,0.17,14.15,17.45,0.02
4321,0.0,0.07,0.1,0.13,6.86,0.0,0.03,0.37,0.36
2267,2.41,4.14,4.36,4.72,1.97,0.0,4.18,24.94,22.4
3840,9.13,15.77,16.13,16.65,1.0,0.27,1.61,41.87,26.87
3643,0.09,0.19,0.27,13.67,1.02,0.05,12.2,16.47,0.02
4189,0.0,0.04,0.07,0.09,12.64,0.0,0.01,0.36,0.36
1284,0.25,0.63,1.15,4.38,1.46,0.02,2.17,20.61,17.93
162,2.04,3.87,4.19,4.61,1.0,0.07,0.15,83.83,78.31
4291,8.5,14.89,15.51,15.92,1.0,0.26,1.66,21.77,11.77
2278,2.01,4.87,5.45,5.92,3.46,0.0,3.63,20.34,17.8
2141,2.46,5.01,5.22,5.41,1.22,0.04,1.78,24.63,14.76
985,0.03,0.1,0.14,0.17,13.97,0.0,0.03,0.34,0.32
1069,11.5,14.12,14.24,14.65,1.0,0.24,0.23,28.72,13.64
1755,13.03,13.71,14.37,14.96,1.0,0.23,0.48,47.74,41.29
5026,8.85,10.09,15.75,17.17,1.0,0.24,3.49,16.99,0.07
4415,9.48,10.72,13.16,13.68,1.0,0.21,1.28,29.63,0.39
3960,0.0,0.03,0.05,0.06,10.9,0.0,0.0,0.36,0.35
5488,2.62,4.93,5.53,11.67,1.35,0.05,11.47,24.39,17.81
5658,8.63,16.8,17.57,20.74,1.0,0.3,5.32,35.39,20.64
2369,4.0,4.38,4.71,5.05,1.0,0.03,1.98,26.96,21.37
3456,0.53,3.38,5.62,5.83,1.02,0.05,2.02,29.61,22.91
2032,0.11,0.18,0.22,0.26,2.17,0.0,0.01,0.32,0.28
996,11.8,15.66,16.09,16.62,1.0,0.28,1.29,31.6,6.06
5455,0.74,4.76,5.0,5.66,3.82,0.0,3.55,20.34,17.62
4449,8.08,15.14,15.57,16.34,1.0,0.26,0.27,24.56,5.07
2539,3.11,4.71,4.88,5.29,1.42,0.02,2.75,22.62,15.58
4918,3.25,10.82,15.42,17.49,1.08,0.23,21.77,17.08,0.27
1698,1.03,2.2,2.53,2.75,1.26,0.03,4.2,30.71,28.97
5088,0.08,0.36,0.98,13.63,1.4,-0.02,16.68,12.76,0.75
2481,2.78,4.55,4.82,5.14,1.43,0.03,5.52,24.37,17.15
892,0.0,0.02,0.04,0.09,3.37,0.0,0.03,0.35,0.32
3601,0.04,0.13,12.82,13.57,1.03,0.12,11.53,18.68,0.02
5024,6.19,11.16,16.65,17.5,1.0,0.27,1.57,43.14,0.66
2873,1.82,3.45,4.14,4.92,1.01,0.06,0.57,82.3,77.75
135,0.02,0.04,0.06,0.08,41.11,0.0,0.0,0.4,0.4
4406,6.42,14.13,14.75,15.3,1.0,0.25,6.44,17.43,0.3
384,3.95,4.41,4.66,5.75,1.0,0.1,1.89,52.39,42.59
4473,4.76,15.94,16.47,17.67,1.23,-0.09,37.67,32.12,7.28
5125,0.16,6.75,14.55,15.19,1.14,0.09,10.0,16.04,6.34
5694,7.31,9.9,10.1,10.49,1.0,0.18,3.54,35.54,24.79
2448,1.49,5.18,5.82,6.45,1.0,0.07,3.19,30.87,18.7
4084,1.49,2.69,4.76,8.49,1.0,0.09,3.16,63.71,61.14
3957,0.0,2.82,5.11,5.24,1.05,0.07,8.69,5.51,0.01
5640,3.14,5.75,14.38,14.89,1.0,0.17,6.32,21.04,0.08
576,0.04,0.08,0.1,0.11,41.35,0.0,0.0,0.24,0.23
3521,1.1,3.2,3.52,4.38,1.63,0.03,3.39,47.38,42.83
1298,0.78,4.06,4.51,4.79,1.21,0.06,3.36,33.87,22.91
3524,0.91,2.01,2.23,2.45,1.0,0.04,0.24,40.87,34.31
4831,0.08,0.11,0.14,0.18,7.54,0.0,0.0,0.29,0.28
1969,1.48,3.16,5.16,5.53,1.31,0.03,1.98,85.15,77.72
3503,1.06,2.19,2.34,2.52,1.02,0.04,0.54,24.31,21.38
3989,0.65,8.08,8.22,8.33,1.36,0.03,4.62,63.98,54.89
2953,0.04,0.09,0.11,0.15,25.21,0.0,0.01,0.39,0.38
4989,9.43,16.54,17.26,18.36,1.0,0.28,0.64,52.02,17.67
5551,2.88,5.24,5.88,9.37,1.0,0.07,3.63,27.63,22.01
2853,13.73,14.44,14.57,14.97,1.0,0.25,0.36,32.16,18.78
5776,7.52,14.02,14.93,15.87,1.0,0.24,0.6,44.78,28.49
4264,4.27,5.92,6.49,11.65,1.0,0.13,4.65,17.77,5.47
4050,0.0,0.02,0.03,0.04,11.95,0.0,0.0,0.32,0.32
4647,0.89,1.57,2.32,2.47,1.13,0.01,1.29,12.2,9.99
5466,1.91,4.89,5.54,5.93,6.25,0.0,2.04,20.12,17.76
3994,1.23,2.55,8.87,9.4,1.01,0.13,0.96,53.76,37.61
3018,0.0,0.07,0.08,0.11,21.45,0.0,0.01,0.39,0.38
3823,0.01,0.09,0.1,0.14,6.19,0.0,0.03,0.36,0.33
1567,1.1,2.01,3.05,16.45,1.93,0.03,5.39,34.44,31.74
6244,2.77,5.34,5.76,7.91,1.09,0.09,5.56,103.53,90.6
646,0.0,0.07,0.1,0.12,43.16,0.0,0.0,0.23,0.23
3658,0.05,0.16,10.62,13.34,1.02,0.05,8.05,11.14,0.04
2207,2.01,4.42,4.87,5.49,1.6,0.02,6.13,23.23,15.56
5781,3.66,5.49,5.69,6.82,1.01,0.05,12.93,32.82,21.01
5160,0.09,8.09,12.31,14.4,1.7,0.04,10.86,13.77,0.24
4559,0.3,0.61,4.5,6.44,1.97,-0.01,10.94,24.41,18.04
3424,1.31,2.03,2.2,2.35,1.01,0.03,0.3,24.38,21.33
1986,0.15,0.8,1.04,13.76,2.71,0.0,3.92,3.57,0.03
4397,12.21,14.38,14.92,15.56,1.0,0.25,1.46,39.3,0.13
6068,0.62,2.28,2.64,13.51,2.33,0.01,4.07,33.05,30.6
4583,0.76,2.19,2.45,2.71,1.73,0.03,2.13,17.44,10.06
668,0.02,0.04,0.06,0.07,41.97,0.0,0.0,0.32,0.32
5780,3.11,5.49,5.71,9.63,1.0,0.1,13.69,34.31,21.01
5074,2.29,10.25,13.05,14.05,1.66,0.04,13.97,16.05,0.22
1721,0.88,2.26,2.52,2.78,1.5,0.02,1.38,35.24,31.57
1475,1.48,6.35,6.61,16.36,1.16,0.14,11.3,32.73,15.07
2812,0.11,0.23,0.35,0.44,44.55,0.0,0.02,0.45,0.44
4448,8.08,15.15,15.57,16.36,1.0,0.26,0.43,40.6,5.07
5867,5.35,9.17,9.66,10.22,1.0,0.16,0.33,44.47,24.74
2044,0.01,12.95,15.06,16.07,1.09,0.21,24.17,15.4,0.12
5863,9.72,12.5,14.23,15.29,1.0,0.23,1.64,35.13,26.88
2106,0.02,0.09,0.13,0.18,27.92,0.0,0.01,0.22,0.2
6115,8.34,11.38,11.84,12.51,1.0,0.17,3.58,35.09,16.84
1813,11.15,17.55,17.82,18.24,1.0,0.19,10.17,20.34,2.48
1485,1.0,2.31,2.57,2.82,1.0,0.04,0.18,29.76,27.28
2071,2.63,5.17,5.52,6.03,1.02,0.06,2.14,94.81,87.03
5215,0.85,13.79,14.6,15.04,2.21,-0.01,12.58,16.61,8.01
5171,0.04,0.1,7.17,13.84,2.07,0.03,4.72,5.7,0.31
1115,12.73,14.15,14.76,15.35,1.0,0.25,3.27,42.96,4.15
1049,13.06,13.29,13.69,14.22,1.0,0.23,0.47,45.74,16.21
2118,0.0,13.93,15.15,15.81,1.0,0.24,22.93,17.26,0.07
4829,10.25,13.38,13.85,14.44,1.0,0.23,2.12,24.35,7.32
5135,0.21,0.55,13.81,15.56,1.19,0.03,23.26,15.76,0.35
522,1.82,2.62,3.87,5.28,1.05,0.05,4.93,66.36,59.9
2108,0.01,0.04,0.06,0.09,14.86,0.0,0.01,0.22,0.2
3568,0.01,0.06,0.11,0.28,3.44,0.0,0.05,0.36,0.31
2797,0.09,0.29,0.35,0.48,38.76,0.0,0.02,0.45,0.43
6180,5.06,5.47,5.58,5.88,1.0,0.09,0.12,107.7,103.57
3176,14.42,14.56,14.75,15.17,1.0,0.26,0.14,26.01,20.07
246,0.06,0.13,0.15,0.2,61.76,0.0,0.01,0.34,0.33
5873,0.01,9.06,9.45,10.16,1.02,0.18,6.09,18.4,0.01
5105,0.19,13.27,13.56,13.98,2.15,-0.03,14.71,14.35,1.63
4839,7.32,14.14,14.8,15.32,1.0,0.25,0.58,34.88,29.85
3913,0.72,4.95,14.13,18.06,1.01,0.21,14.72,50.4,29.14
4287,9.79,16.01,16.55,16.86,1.0,0.28,1.53,23.11,8.04
1295,1.37,1.99,2.28,2.42,1.03,0.04,0.7,31.19,27.35
2433,1.52,4.01,4.45,5.29,1.31,0.03,2.79,21.35,14.84
4127,0.0,0.02,0.03,0.04,10.86,0.0,0.0,0.36,0.36
5213,3.44,14.35,15.16,15.48,1.1,0.2,8.19,16.61,0.11
4229,0.01,16.5,16.65,17.04,1.03,0.29,27.61,17.8,0.19
2602,3.45,4.54,4.74,5.12,1.64,0.01,2.74,27.11,21.77
4538,1.03,1.9,2.2,2.65,1.0,0.04,0.46,9.08,8.68
5929,5.97,11.43,12.02,13.51,1.0,0.21,5.9,32.09,5.26
514,13.09,16.54,17.16,17.7,1.0,0.28,1.99,23.26,5.08
1678,1.66,1.88,1.97,2.14,1.0,0.03,0.26,38.9,33.16
1011,0.0,0.04,0.1,0.19,3.69,0.0,0.03,0.38,0.35
2216,3.4,5.04,5.56,6.08,1.7,-0.02,7.39,26.02,21.33
2088,0.0,0.05,14.32,15.21,1.0,0.1,10.42,17.78,0.03
4802,0.16,1.56,1.89,2.6,1.81,0.01,2.37,13.83,12.04
406,0.02,10.32,12.96,15.66,1.02,0.2,14.89,19.31,0.02
2080,10.88,13.78,14.11,14.51,1.0,0.24,0.41,35.87,10.27
5982,8.23,15.26,15.44,15.92,1.0,0.27,1.44,35.56,5.61
3892,14.09,15.83,16.0,16.46,1.0,0.28,0.93,36.92,18.85
3763,9.06,15.84,16.31,17.02,1.0,0.29,0.94,39.14,8.39
4107,0.0,0.01,0.01,0.03,5.93,0.0,0.0,0.36,0.36
2374,0.48,4.71,5.11,5.49,3.06,-0.01,4.26,24.63,20.13
3615,0.04,12.21,12.8,13.26,1.02,0.19,11.4,23.12,0.0
4520,3.99,14.82,16.67,17.7,1.0,0.21,10.23,54.8,25.5
630,0.03,0.08,0.09,0.1,62.83,0.0,0.0,0.23,0.23
2301,3.05,5.24,6.43,14.97,1.28,0.08,15.37,41.31,17.84
3758,2.82,4.12,5.12,5.68,1.24,0.03,1.77,30.71,27.21
4716,0.47,1.84,2.07,2.31,1.09,0.02,1.69,18.35,12.89
2407,2.94,4.53,4.82,5.05,1.97,0.01,4.67,27.26,20.03
633,0.02,0.08,0.1,0.12,62.4,0.0,0.0,0.24,0.23
1458,1.54,2.05,2.39,2.75,1.0,0.04,1.68,44.14,42.5
2762,0.13,0.25,0.32,0.39,30.52,0.0,0.02,0.45,0.44
4166,2.06,2.89,4.14,7.23,1.01,0.12,3.77,25.6,0.12
4942,5.7,12.25,14.37,15.59,1.1,0.18,9.6,94.4,87.36
1931,2.11,3.47,3.68,4.32,1.48,-0.04,13.28,77.35,71.22
3907,4.11,6.24,6.6,8.4,1.0,0.14,4.76,49.78,37.89
37,0.01,14.72,15.06,15.36,1.01,0.26,7.66,23.97,0.02
6167,4.28,5.69,5.89,6.44,1.16,0.08,3.83,45.2,41.06
4743,0.79,1.36,6.49,7.04,1.01,0.06,2.43,213.88,206.39
3924,6.69,7.88,8.98,10.52,1.0,0.19,1.58,32.87,0.16
3076,2.7,5.14,5.46,5.79,1.44,-0.01,8.52,21.58,13.53
3939,9.9,14.18,14.38,14.65,1.0,0.25,0.66,29.73,22.37
5182,0.2,1.02,1.18,1.75,2.02,0.01,1.52,5.25,2.58
2235,2.13,4.45,4.95,5.52,4.33,0.0,2.66,20.01,17.87
1765,0.0,0.09,0.19,0.25,2.17,0.0,0.14,0.36,0.23
3614,0.06,11.36,11.78,12.27,1.0,0.19,5.55,25.65,0.04
5172,0.04,0.08,0.1,0.11,1.01,0.0,3.92,3.82,0.31
4060,8.03,11.66,12.61,13.57,1.0,0.21,5.29,35.1,1.25
720,0.01,0.03,0.05,0.06,26.89,0.0,0.0,0.36,0.36
122,2.74,5.16,5.25,5.37,1.0,0.1,0.25,57.66,51.32
3042,13.37,14.55,15.46,16.46,1.0,0.25,0.25,32.59,26.89
1853,0.0,0.07,0.12,0.16,49.26,0.0,0.0,0.37,0.36
6076,0.76,1.05,1.29,2.01,1.7,0.0,1.9,22.77,20.65
5772,0.09,0.11,0.13,0.14,7.86,0.0,0.0,0.12,0.12
4801,0.9,1.79,2.31,2.87,2.77,-0.01,4.5,13.83,11.71
545,3.2,4.17,4.31,4.47,1.0,0.07,2.76,59.45,43.71
2472,1.3,4.86,5.28,5.62,1.32,0.02,4.93,21.62,14.86
5602,8.73,15.59,16.33,18.36,1.0,0.3,1.66,33.94,2.71
1673,0.39,1.99,2.5,2.7,1.0,0.04,0.33,38.77,33.07
5810,3.82,5.34,5.61,5.99,1.02,0.07,6.29,27.76,16.93
4806,9.79,14.25,15.21,16.41,1.0,0.25,0.89,42.86,5.74
1047,12.87,16.11,16.39,16.99,1.0,0.28,0.32,15.11,5.62
1902,11.86,16.15,16.84,17.52,1.0,0.28,0.62,49.77,29.14
2768,0.15,0.28,0.36,0.44,52.38,0.0,0.01,0.45,0.43
890,0.01,0.1,0.14,0.22,1.13,0.0,3.69,3.66,0.13
6087,0.0,0.06,0.15,0.18,5.66,0.0,0.02,0.41,0.39
1709,13.03,15.67,16.46,17.15,1.0,0.28,0.6,14.12,1.84
2372,0.48,4.7,4.98,5.45,1.82,-0.01,8.02,25.56,19.98
118,3.2,4.57,5.62,6.33,1.0,0.08,2.3,66.75,50.36
4224,0.01,1.54,8.76,9.48,1.89,0.05,5.01,10.55,0.02
1708,13.03,15.83,16.17,16.58,1.0,0.28,0.93,29.33,1.84
2475,3.31,4.35,4.7,5.16,1.52,0.02,6.72,27.34,21.46
2942,0.02,0.08,0.11,0.17,39.88,0.0,0.01,0.39,0.38
471,0.01,0.03,0.05,0.06,26.23,0.0,0.0,0.39,0.39
5354,5.14,5.52,5.76,6.26,1.04,0.08,2.47,210.6,202.89
1349,1.1,1.72,1.98,2.2,1.0,0.03,0.22,21.53,17.62
2565,2.65,4.67,4.82,5.17,1.92,0.0,4.2,25.13,21.35
3861,0.04,0.08,0.09,0.11,5.14,0.0,0.05,0.4,0.36
5770,10.49,14.16,14.57,14.88,1.0,0.25,0.15,29.5,27.23
1410,0.89,1.83,2.4,5.53,1.1,0.02,1.83,11.14,9.61
3201,0.0,15.41,15.64,16.01,1.0,0.27,22.65,15.5,0.03
4641,0.91,1.28,1.83,1.94,1.0,0.04,0.16,18.27,13.79
1276,1.18,1.83,2.15,2.53,1.25,-0.02,18.58,24.08,19.63
5469,1.68,4.94,5.15,5.4,6.4,0.0,2.1,19.82,17.79
5331,3.09,5.1,5.55,7.96,1.06,0.06,1.12,197.43,194.81
2242,2.61,4.71,5.15,5.67,3.84,0.0,3.34,19.9,17.81
3283,13.16,13.83,14.22,14.69,1.0,0.24,0.96,33.68,22.09
2272,2.85,4.73,5.26,5.67,3.54,-0.01,3.6,20.52,17.72
1309,2.96,3.83,4.62,5.67,1.0,0.06,1.36,30.8,20.33
775,0.01,0.04,0.05,0.06,36.53,0.0,0.0,0.36,0.36
5671,8.49,13.85,16.34,17.02,1.0,0.26,0.99,35.53,0.65
1480,1.45,2.45,2.72,3.31,1.18,0.02,2.45,26.81,17.56
3460,1.14,2.28,2.39,2.49,1.0,0.04,0.25,27.92,22.06
3379,1.16,2.14,2.29,2.45,1.0,0.04,0.14,24.84,17.08
2718,2.39,4.41,4.79,5.0,1.0,0.07,1.5,86.97,77.97
2204,2.89,5.53,12.89,13.5,1.09,0.1,7.85,31.77,23.04
4261,6.99,12.76,13.02,13.45,1.0,0.23,1.53,22.14,0.03
4933,8.74,14.97,15.35,15.76,1.0,0.26,1.0,34.86,3.99
3100,1.82,5.1,5.52,5.86,1.12,0.04,1.87,23.74,14.14
569,0.01,0.06,0.08,0.12,14.41,0.0,0.02,0.24,0.23
1509,0.89,2.2,5.51,5.89,2.47,0.01,1.07,32.55,29.88
22,0.04,0.08,0.1,0.12,43.67,0.0,0.01,0.32,0.31
5206,0.24,0.85,14.78,15.91,1.04,0.04,2.48,4.1,0.49
5083,7.67,13.75,14.17,14.82,1.03,0.06,5.29,9.6,0.06
3213,0.01,0.08,14.55,15.03,1.02,0.16,12.47,17.01,0.01
5897,0.04,0.06,0.08,0.1,6.72,0.0,0.0,0.32,0.31
2858,0.43,1.93,2.06,2.51,2.45,-0.01,4.1,79.03,77.59
1406,1.67,2.57,2.76,3.0,1.0,0.05,0.16,18.16,11.2
1491,1.82,2.17,2.41,2.53,1.0,0.04,0.17,123.84,122.31
5613,0.07,0.18,0.26,0.46,4.54,0.0,0.17,0.4,0.23
4838,7.32,14.53,15.48,16.11,1.0,0.26,1.21,34.88,27.94
1658,1.86,1.97,5.55,6.6,1.05,0.04,2.1,41.14,33.32
4482,8.09,15.73,16.11,16.69,1.0,0.28,0.11,15.33,4.8
2657,0.91,4.51,4.71,4.99,1.03,0.05,1.26,27.52,18.39
6238,1.75,5.36,7.12,7.99,1.0,0.08,0.38,29.64,22.74
3073,0.85,5.26,5.39,5.59,1.03,0.09,6.68,29.29,20.72
2518,2.67,4.32,4.77,5.26,1.3,0.04,4.2,25.05,16.41
5468,3.47,5.0,5.18,5.35,4.45,0.0,2.68,19.87,17.79
3277,12.96,14.68,17.23,18.16,1.0,0.29,6.58,34.67,7.11
5952,8.75,9.44,15.61,16.74,1.0,0.15,0.61,7.56,3.41
6095,0.07,0.15,0.22,11.29,1.05,0.02,5.56,6.29,0.07
581,0.03,0.06,0.08,0.12,44.36,0.0,0.0,0.24,0.23
5718,11.28,12.5,12.84,13.87,1.0,0.23,1.53,33.76,16.59
2215,1.44,4.6,4.79,5.12,1.0,0.07,2.56,24.83,15.09
844,0.07,14.8,15.08,15.38,1.0,0.25,9.07,26.62,0.03
